subject,experiment,intervention_medium,source_valence,experiment_condition,exclude_subject,exclude_implausible_intervention_linger,intervention_linger_minutes,age,gender,IAT_D2,mean_self_reported_evaluation,mean_intentions,deepfake_detection_closed,deepfake_detection_open_recoded,deepfake_awareness_closed,deepfake_awareness_open_recoded,ratings_bad_good,ratings_dislike_like,ratings_negative_positive,behavioral_intentions_share,behavioral_intentions_subscribe,behavioral_intentions_recommend,diagnosticity,demand,reactance,hypothesis_awareness,influence_awareness,aot_actively_openminded_thinking_sum,bcti_belief_in_conspiracy_sum,crt_analytic_thinking_sum,ocq_overclaiming_sum,ras_relgious_affliation_sum,rei_rational_sum,rei_experiential_sum,me_fake_news_awareness_sum,me_real_news_awareness_sum,me_fake_news_accuracy_sum,me_real_news_accuracy_sum,me_fake_news_sharing_sum,me_real_news_sharing_sum,aot_actively_openminded_thinking_pomp,bcti_belief_in_conspiracy_pomp,crt_analytic_thinking_pomp,ocq_overclaiming_pomp,ras_relgious_affliation_pomp,rei_rational_pomp,rei_experiential_pomp,me_fake_news_awareness_pomp,me_real_news_awareness_pomp,me_fake_news_accuracy_pomp,me_real_news_accuracy_pomp,me_fake_news_sharing_pomp,me_real_news_sharing_pomp,IAT_D2_recoded_for_source_valence,mean_self_reported_evaluation_recoded_for_source_valence,mean_intentions_recoded_for_source_valence,deepfake_detection_rater_1,deepfake_detection_rater_2,deepfake_awareness_rater_1,deepfake_awareness_rater_2,gender_self_describe,ethnicity,ethnicity_self_describe,location,education,employment,education_recoded,income,income_recoded,political_ideology_identity,political_ideology_social_issues,political_ideology_economic_issues,religious_affiliation_general,religious_affiliation_general_recoded,passed_iat_performance,complete_iat,complete_selfreport,complete_intentions,task_order,iat_block_order
412b23df-71d7-4aa2-a5da-608faa4b61a8,4,audio,positive,genuine,FALSE,FALSE,2.782,27,female,0.021,-0.33,NA,NA,NA,NA,NA,0,-1,0,NA,NA,NA,1,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.021,-0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,self-report ratings first,training-consistent block first
414024a6-dc96-4974-a46d-15a9263e1c51,4,audio,positive,genuine,FALSE,FALSE,2.54,25,female,0.249,1.33,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.249,1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,self-report ratings first,training-consistent block first
414f5bc8-e8a5-4a8b-8673-3745fc6a9de5,4,audio,negative,genuine,FALSE,FALSE,2.969,44,female,0.403,-3,NA,NA,NA,NA,NA,-3,-3,-3,NA,NA,NA,3,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.403,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,self-report ratings first,training-inconsistent block first
41a2da4d-1f6b-4b79-a5ed-f647db02b35d,4,audio,positive,genuine,TRUE,FALSE,2.729,22,female,0.108,2,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,1,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.108,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,complete,complete,NA,IAT first,training-consistent block first
41a7ff27-8fea-46e4-a7ae-3a4bcf8a9633,4,audio,positive,genuine,FALSE,FALSE,3.342,32,female,0.547,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.547,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,self-report ratings first,training-consistent block first
43db4132-ef25-4786-a725-703df4651e0b,4,audio,positive,genuine,FALSE,FALSE,2.677,24,male,0.762,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.762,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,IAT first,training-consistent block first
444f7926-078e-4954-90f7-65b6fbdb688b,4,audio,positive,genuine,TRUE,TRUE,5.783,33,female,0.449,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.449,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,complete,complete,NA,self-report ratings first,training-consistent block first
44cd8030-a2db-4ff4-9137-05559663acd2,4,audio,negative,genuine,TRUE,NA,NA,38,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,self-report ratings first,training-inconsistent block first
45987c0f-60bf-4acb-88d8-c54631745221,4,audio,positive,genuine,FALSE,FALSE,2.497,30,male,0.347,3,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,2,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.347,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,self-report ratings first,training-consistent block first
459b849d-2f8b-4740-8c09-0d4fd38633ca,4,audio,positive,genuine,FALSE,FALSE,2.908,20,female,0.455,2.67,NA,NA,NA,NA,NA,2,3,3,NA,NA,NA,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.455,2.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,self-report ratings first,training-consistent block first
460517b7-3653-4203-8a76-89ac184b162c,4,audio,negative,genuine,TRUE,FALSE,2.753,32,female,0.202,-3,NA,NA,NA,NA,NA,-3,-3,-3,NA,NA,NA,3,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.202,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,complete,complete,NA,IAT first,training-inconsistent block first
471d2cf5-8c75-4444-b39b-177c3ed3cc52,4,audio,positive,genuine,FALSE,TRUE,5.628,23,female,0.492,0.67,NA,NA,NA,NA,NA,1,0,1,NA,NA,NA,1,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.492,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,IAT first,training-consistent block first
47e39cfb-8fa3-4c33-80e5-ba49a809f828,4,audio,positive,genuine,FALSE,FALSE,2.718,35,female,0.646,2.67,NA,NA,NA,NA,NA,3,3,2,NA,NA,NA,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.646,2.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,self-report ratings first,training-consistent block first
49c1dcd9-4f93-455f-8408-ada6fe98ec57,4,audio,negative,genuine,FALSE,FALSE,2.692,22,female,0.137,-2.33,NA,NA,NA,NA,NA,-2,-3,-2,NA,NA,NA,2,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.137,2.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,IAT first,training-inconsistent block first
4a2aff4f-3689-41b9-a239-4253441658dd,4,audio,negative,genuine,FALSE,TRUE,0.179,26,female,0.129,-2,NA,NA,NA,NA,NA,-2,-2,-2,NA,NA,NA,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.129,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,self-report ratings first,training-inconsistent block first
4b380563-eeeb-437e-bf9b-5baa9eba0281,4,audio,positive,genuine,FALSE,FALSE,2.963,46,female,0.552,3,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,2,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.552,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,IAT first,training-consistent block first
4d4915c2-872a-488b-a3f9-cad7463f6a5f,4,audio,positive,genuine,FALSE,FALSE,4.084,30,female,0.25,2,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,1,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,IAT first,training-consistent block first
4fcb0e48-1cad-4cd9-9dc2-610e177aeb08,4,audio,negative,genuine,TRUE,NA,NA,43,female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,self-report ratings first,training-inconsistent block first
52b046e9-77ba-41ed-bd4e-b56932e10407,4,audio,positive,genuine,TRUE,FALSE,3.338,25,male,-0.155,2,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.155,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,complete,complete,NA,IAT first,training-consistent block first
53527156-028a-490c-b2bc-70f51b5d2c9e,4,audio,positive,genuine,FALSE,FALSE,3.364,19,female,0.401,1.67,NA,NA,NA,NA,NA,2,1,2,NA,NA,NA,1,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.401,1.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,IAT first,training-consistent block first
536194bf-84e9-4934-8c40-c145d7d06c95,4,audio,negative,genuine,TRUE,FALSE,2.904,48,female,0.19,-3,NA,NA,NA,NA,NA,-3,-3,-3,NA,NA,NA,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.19,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,complete,complete,NA,self-report ratings first,training-inconsistent block first
53906a7d-dee8-4a6c-8ba2-abd0711ac4dd,4,audio,negative,genuine,FALSE,FALSE,2.812,31,male,-0.263,-2,NA,NA,NA,NA,NA,-2,-2,-2,NA,NA,NA,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.263,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,IAT first,training-inconsistent block first
54841e22-e5af-488c-b91a-36e65645235e,4,audio,negative,genuine,FALSE,FALSE,2.954,41,female,0.07,-2.33,NA,NA,NA,NA,NA,-3,-2,-2,NA,NA,NA,2,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.07,2.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,self-report ratings first,training-inconsistent block first
558f04db-f983-44ad-aadc-47c564e2bb3e,4,audio,negative,genuine,FALSE,FALSE,2.899,42,female,0.231,-3,NA,NA,NA,NA,NA,-3,-3,-3,NA,NA,NA,3,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.231,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,IAT first,training-inconsistent block first
569a9126-9d78-4d3d-9b8c-29c9861ae5f8,4,audio,positive,genuine,FALSE,FALSE,2.79,39,female,0.735,1.33,NA,NA,NA,NA,NA,1,2,1,NA,NA,NA,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.735,1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,IAT first,training-consistent block first
57907af6-1b1d-4d5b-837a-9df9aeab11e2,4,audio,positive,genuine,FALSE,FALSE,2.519,22,male,0.546,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.546,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,self-report ratings first,training-consistent block first
5a221f25-c5ad-47ac-af6b-c42419e91ddb,4,audio,negative,genuine,TRUE,NA,NA,22,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,self-report ratings first,training-inconsistent block first
5bbb928a-8089-4eee-a243-3270381e0ce0,4,audio,negative,genuine,FALSE,FALSE,2.749,33,female,0.13,-3,NA,NA,NA,NA,NA,-3,-3,-3,NA,NA,NA,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.13,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,IAT first,training-inconsistent block first
5f3b5eca-9ced-41a8-8b0a-9cf97058b073,4,audio,negative,genuine,FALSE,FALSE,2.854,19,female,-0.052,-2,NA,NA,NA,NA,NA,-2,-2,-2,NA,NA,NA,3,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.052,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,IAT first,training-inconsistent block first
628f6e0a-4d68-41b4-8e58-544856f36d10,4,audio,negative,genuine,FALSE,FALSE,2.813,19,male,-0.117,-2.67,NA,NA,NA,NA,NA,-3,-2,-3,NA,NA,NA,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.117,2.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,IAT first,training-inconsistent block first
62a97527-4925-4cd0-b6c8-f67206a58985,4,audio,negative,genuine,FALSE,FALSE,3.304,43,female,-0.418,0.67,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,2,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.418,-0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,IAT first,training-inconsistent block first
62daca93-7003-4977-a81b-e49464e3e39e,4,audio,positive,genuine,FALSE,FALSE,2.47,18,male,0.51,2.67,NA,NA,NA,NA,NA,2,3,3,NA,NA,NA,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,2.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,IAT first,training-consistent block first
63d49d9e-d973-46f1-91d0-b1ca41848898,4,audio,negative,genuine,FALSE,FALSE,2.481,21,female,0.493,-2,NA,NA,NA,NA,NA,-2,-2,-2,NA,NA,NA,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.493,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,self-report ratings first,training-inconsistent block first
6485143d-265d-4167-a84c-fc4c595c290d,4,audio,negative,genuine,FALSE,FALSE,2.717,21,female,0.353,-3,NA,NA,NA,NA,NA,-3,-3,-3,NA,NA,NA,2,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.353,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,self-report ratings first,training-inconsistent block first
64a64af5-b60a-4c96-8e5d-beb50664e26d,4,audio,positive,genuine,FALSE,FALSE,2.714,33,female,0.156,3,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,2,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.156,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,self-report ratings first,training-consistent block first
66a608e6-3a4e-4ec9-8f98-496de6a97268,4,audio,positive,genuine,FALSE,FALSE,2.868,28,female,-0.055,2,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.055,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,IAT first,training-consistent block first
683a9620-29a8-43fc-bbda-d5cb0b61c277,4,audio,positive,genuine,FALSE,FALSE,2.718,37,male,0.144,2,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.144,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,IAT first,training-consistent block first
6915bd0f-6bf1-433f-8dc7-fd08c7cb25b4,4,audio,negative,genuine,FALSE,FALSE,2.637,26,male,-0.155,-2,NA,NA,NA,NA,NA,-1,-2,-3,NA,NA,NA,2,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.155,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,self-report ratings first,training-inconsistent block first
69302841-27c8-4e4c-a35c-860c303da6db,4,audio,positive,genuine,FALSE,FALSE,2.792,32,female,0.468,1.67,NA,NA,NA,NA,NA,1,2,2,NA,NA,NA,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.468,1.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,self-report ratings first,training-consistent block first
6c33495f-1a05-4071-9402-cb2b8cc142ee,4,audio,negative,genuine,FALSE,FALSE,3.043,45,male,0.288,-2.33,NA,NA,NA,NA,NA,-2,-2,-3,NA,NA,NA,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.288,2.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,IAT first,training-inconsistent block first
6e6fd791-3b37-4cf7-8ed0-af2399366d26,4,audio,negative,genuine,TRUE,FALSE,2.624,32,male,0.047,-3,NA,NA,NA,NA,NA,-3,-3,-3,NA,NA,NA,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.047,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,complete,complete,NA,self-report ratings first,training-inconsistent block first
717c7e0e-87e5-4f36-8d70-0166038d969f,4,audio,positive,genuine,TRUE,FALSE,3.602,41,female,-0.202,3,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,2,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.202,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,complete,complete,NA,IAT first,training-consistent block first
71981c4f-0ef8-4c6d-b4b1-32aa4d4c90c6,4,audio,negative,genuine,FALSE,FALSE,1.861,31,female,-0.038,-3,NA,NA,NA,NA,NA,-3,-3,-3,NA,NA,NA,3,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.038,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,self-report ratings first,training-inconsistent block first
7245db31-b987-425d-a4bf-91fcbb7e6ed3,4,audio,positive,genuine,FALSE,FALSE,2.642,23,male,0.543,0.67,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.543,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,self-report ratings first,training-consistent block first
72ba4f29-c3c3-4c46-813b-e80e0473bb69,4,audio,negative,genuine,FALSE,FALSE,4.023,36,male,-0.05,-3,NA,NA,NA,NA,NA,-3,-3,-3,NA,NA,NA,2,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,complete,complete,NA,self-report ratings first,training-inconsistent block first
